model,dataset,init,seed,n_seeds,layer,hessian_trace
cnn,IMAGENET100,random,42,3,conv1.weight,0.0019773159110627603
cnn,IMAGENET100,random,42,3,conv2.weight,0.035028501628683165
cnn,IMAGENET100,random,42,3,conv3.weight,0.11860891112259456
cnn,IMAGENET100,random,42,3,conv4.weight,0.3134277652610432
cnn,IMAGENET100,random,42,3,fc1.weight,0.3701072745025158
cnn,IMAGENET100,random,42,3,fc2.weight,0.4891852855682373
cnn,IMAGENET100,random,43,3,conv1.weight,0.0015304831710333626
cnn,IMAGENET100,random,43,3,conv2.weight,0.034555920273871034
cnn,IMAGENET100,random,43,3,conv3.weight,0.09000275902111422
cnn,IMAGENET100,random,43,3,conv4.weight,0.2679867375464666
cnn,IMAGENET100,random,43,3,fc1.weight,0.2901810580178311
cnn,IMAGENET100,random,43,3,fc2.weight,0.4557182490825653
cnn,IMAGENET100,random,44,3,conv1.weight,0.002233565835735928
cnn,IMAGENET100,random,44,3,conv2.weight,0.02612972685268947
cnn,IMAGENET100,random,44,3,conv3.weight,0.06520238295197486
cnn,IMAGENET100,random,44,3,conv4.weight,0.21867397044386183
cnn,IMAGENET100,random,44,3,fc1.weight,0.20393743898187364
cnn,IMAGENET100,random,44,3,fc2.weight,0.4059892983147592
